Country Name;Country Code;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Qatar;QAT;;;;;;;98,19145966;98,54486847;100,5801392;101,1240692;102,3358765;101,7997437;100,8884583;102,3741608;99,5016098;99,40616181;96,59158914;102,6959248;100,2720066;97,82299042;102,8556824;101,4712751;102,2500712;101,1679537;106,1140518;104,936543;94,40098743;103,8280997;;
Romania;ROU;;;;;;82,96927643;83,99793243;85,84721375;85,07762146;83,23792267;81,62523651;85,96665192;83,98158264;94,10282135;103,0929184;101,8379593;99,88307953;96,61382294;94,73764801;92,98542023;91,04186249;88,522789;88,49598694;86,56745911;86,5128479;86,84409332;86,4143219;83,28723145;81,87566376;
Russian Federation;RUS;;;;;;;;;94,48480988;87,73094177;86,10545349;85,62020874;85,55529785;85,57713318;88,445961;;93,47036135;94,49150543;95,15854513;94,71231935;95,53880633;95,56425626;96,90468803;98,37793504;99,69045409;91,1345355;91,4263276;91,94350678;91,61488172;
Rwanda;RWA;;;;;;;10,95495987;11,86878967;12,63206005;14,32394028;15,26597023;17,07055092;19,04990959;20,75548935;25,61227989;32,29875183;37,17367935;40,84217834;31,64049405;43,21793106;40,52586192;39,86300353;41,57582856;43,24823382;46,52237742;;47,0146411;47,5004278;48,77851573;53,32348022
South Asia;SAS;;;;;38,22576141;40,57292938;40,85647964;43,24420166;46,82580948;47,66841125;50,1592598;51,14347839;53,79804993;57,02172852;57,76752853;61,36909866;63,54100037;66,3012619;68,17743683;73,14994049;73,18287659;74,98558044;73,73278046;75,21862793;75,27871704;76,70288086;78,12476349;79,99957275;78,58531189;78,17342377
Saudi Arabia;SAU;;;;;;;;;;;98,34973907;;;;106,745018;;;;93,2386306;98,82596668;103,1934757;106,1950828;107,2131976;106,8050956;104,2016197;103,7036442;102,3156726;120,7980159;;110,7958783
Sudan;SDN;;;;;;;29,0130806;31,4626503;31,79402924;34,89056015;34,69070816;33,49898148;32,03404999;33,57109833;36,35668945;36,59637833;33,52577972;36,87921906;39,72280884;40,00651932;42,15063095;40,4673996;43,30276871;42,44906998;44,88037872;;;;;
Senegal;SEN;;10,59762955;10,4060297;10,54444981;11,42136955;11,97964001;12,33201027;13,55924988;;16,66128922;18,93452072;20,79129028;;27,02882957;;34,5189209;40,71242861;44,98357608;48,3016004;50,51337949;;;;;47,61228266;48,74081345;50,10697169;51,02935729;50,21505315;
Singapore;SGP;;;;;;;;;;;;;;;;;;;;;;107,3649593;106,8883946;105,2144932;104,1810575;102,6192512;102,8204838;102,7354741;102,6760708;
Solomon Islands;SLB;;;;;20,55331993;16,8355999;20,61150932;26,70474052;;;27,28540993;31,72711945;32,73337936;;;47,2111702;47,12208176;47,66252136;;;;;;;;;;;;
Sierra Leone;SLE;;;;;;;21,28560066;;;;;;;;;;34,76924896;41,32902145;36,75212097;;37,51649857;40,77355957;41,10116959;42,51911926;60,97980881;62,93571091;74,41432953;;91,71192932;
El Salvador;SLV;;;;49,73548889;50,42139053;53,24837112;55,86077118;59,39540863;63,29224014;67,174263;67,40956116;67,98309326;68,26119232;67,0742569;67,47367859;68,83281623;70,25412522;71,45425816;73,3605508;72,73855379;72,04381621;69,2825795;66,92120756;67,79748736;66,12387322;66,51370948;67,74091825;68,41051216;68,5344207;61,12953841
San Marino;SMR;;;;;;;;;;;;;;64,63742065;64,62882233;68,62576294;67,70658112;66,74958801;;;;;;57,69230769;59,41130906;59,90957046;59,58747135;59,40074906;59,80754996;59,5952024
Somalia, Fed. Rep.;SOM;;;;;;;;;;;;;3,84326005;;;;;;;;;;;;;;;;2,758470058;
Serbia;SRB;;;;;;92,14666748;90,57366943;89,95398712;89,90167236;89,5837326;89,9540329;90,62145996;90,74314117;91,6802597;92,68424225;92,35556793;94,82212067;95,55918884;95,72801971;95,40973663;97,38095093;96,8826828;95,87869263;95,56465912;94,9925766;92,93924713;93,2046814;92,83187103;;
Sub-Saharan Africa (excluding high income);SSA;21,1452198;21,42843056;21,65121078;22,14574051;22,40409088;22,66789055;23,7459507;24,28446007;25,37854004;26,67328072;27,60997009;28,46929932;29,08525085;31,16393089;32,99446106;34,9302597;36,12714005;37,71868896;40,24768829;39,33623123;39,97365952;39,76710892;40,36922073;40,8536911;41,83042908;42,7509613;43,46086121;43,77724838;44,21031189;44,48595047
South Sudan;SSD;;;;;;;;;;;;;;;;;7,302060127;;;;8,051380157;;;;;;;;;110,4291687
Sub-Saharan Africa;SSF;21,15391922;21,43713951;21,65909958;22,15274048;22,41078949;22,67444992;23,75132942;24,28994942;25,38408089;26,67847061;27,61533928;28,47377968;29,09001923;31,16814041;32,99826813;34,93349075;36,12987137;37,72161102;40,25033951;39,33877182;39,97626114;39,76979065;40,37176895;40,85604858;41,83253098;42,75304031;43,46287155;43,77933121;44,21213913;44,48778152
Small states;SST;57,08253098;57,56850052;58,76752853;59,58440018;58,59154129;59,57522964;60,37163162;61,33901978;63,24977875;63,33382034;64,29550934;65,61514282;66,87660217;67,78623962;69,07613373;71,65593719;70,95729065;71,89614105;72,33023071;73,27174377;73,71085358;74,61448669;75,33463287;75,90319061;76,7563324;76,86170197;77,3530426;77,65898132;78,01000977;79,3243103
Sao Tome and Principe;STP;;;;;;;;;39,31409836;40,76572037;44,74367142;;48,45935059;45,36555099;52,20875168;50,98355865;52,26422882;59,78181839;66,13067627;77,00314331;85,47406769;87,7800827;95,12904358;;;;;;;
Suriname;SUR;;;;;;;75,54113007;83,08422089;;;78,64881897;81,0094223;81,84073639;80,97545624;76,60169983;80,61759949;79,35858154;79,1286087;78,6872406;76,93911743;78,60414886;;;;;;70,71768188;77,50191761;;
Slovak Republic;SVK;;;;;;88,28108215;88,12463379;89,01715851;91,33583832;94,41365051;95,74401093;95,87122345;95,73600769;95,28253174;95,05325317;95,23027802;95,29025269;95,3833313;94,3745575;93,43955994;92,54945374;92,07486725;91,94107056;92,46174622;92,18849945;91,69133759;91,80198669;92,87322998;93,50717163;
Slovenia;SVN;;;;;;104,5052872;109,8470993;109,8271027;110,6773224;98,98397827;98,42018127;97,29618073;99,12389374;99,67521667;98,86399078;98,06204224;97,91056061;97,70832825;110,4042587;110,2490921;109,9846497;116,4004974;115,7749786;114,6884918;112,4925537;111,227478;108,5413284;108,789093;108,5710373;
Sweden;SWE;;;;;;170,5043182;165,631897;158,7766724;148,4850159;103,1791382;101,3420486;101,0084381;100,7870865;101,2936172;101,1530991;101,7198105;101,5286713;102,4798889;141,4691162;142,5754395;146,8891144;145,5990601;148,5285492;147,5987244;142,9828644;143,3697662;146,8340454;148,9880219;143,3164368;
Eswatini;SWZ;;;;45,49036026;44,52228165;42,78158188;42,94820023;43,82901001;43,15372849;45,83465958;48,83660126;52,95402145;53,42393112;;57,99818039;62,7447319;64,79753876;66,96803284;69,7378006;73,58332062;76,70413971;82,17365334;;;;;;90,82862091;;
Sint Maarten (Dutch part);SXM;;;;;;;;;;;;;;;;;;121,1673152;;106,9400631;;;;;;;;;;
Seychelles;SYC;118,0469437;121,44207;;105,3887405;80,61322021;82,18569183;74,25511169;77,24259186;80,17527008;79,37963104;83,97486115;76,65553284;81,12284851;78,15174866;76,31783295;73,06337738;76,9048644;74,56244659;89,22558923;90,53549191;94,54545455;101,4584991;113,5199524;106,9971671;100,9544587;102,8625439;104,6199302;78,13695486;75,88357588;73,06326294
Syrian Arab Republic;SYR;39,29040909;39,58047867;40,15243149;40,89076996;41,37197113;41,84275055;42,48564148;43,87886047;58,08211136;60,97381973;64,11132813;65,78166962;67,04241943;67,77578735;69,37055206;70,51093292;71,85343933;72,82557678;47,32444;;;;;;;40,98667145;41,29698181;42,0501709;42,02925873;41,81003189
Turks and Caicos Islands;TCA;;;;;86,7378006;83,01886749;;;80,02561188;85,58786011;93,93939209;;;;107,7457809;;;;;70,39321899;78,51112817;69,28895613;80,77214232;86,85800934;83,34589299;81,29657228;87,95004272;95,52023315;101,7204301;112,6470588
Chad;TCD;3,097790003;3,325550079;3,555579901;3,963880062;4,236519814;4,863190174;5,921010017;6,716139793;7,238510132;7,586400032;7,991789818;8,390609741;11,35857964;12,17310047;13,34858036;13,35035829;13,95379907;13,93802477;15,53602822;14,28285027;13,88026331;14,27983817;14,012363;13,90392256;14,19671327;;17,26723294;;19,24020402;19,43901071
East Asia & Pacific (IDA & IBRD countries);TEA;45,99732971;49,25680923;51,71395111;53,94067001;55,85023117;57,0315094;59,21791077;60,39382172;62,10980988;65,20211792;67,66207123;70,98187256;74,90759277;77,85430908;82,34117126;83,34423828;84,90119934;85,72692108;86,6558075;86,31439209;86,54958344;86,0514679;86,21887207;86,99690247;88,63851929;89,55751038;90,1944809;90,97741699;91,70394897;91,45819855
Europe & Central Asia (IDA & IBRD countries);TEC;;;;;85,98097992;87,67727661;89,42047119;90,67185211;91,41400146;88,75388336;87,18473053;88,56362915;89,25102997;89,75422668;89,40473938;90,84844208;91,82453918;92,21417999;97,15145874;97,99117279;97,97648621;98,02700806;98,93245697;99,45845032;99,49282837;96,97496033;96,71626282;96,99852753;96,82324219;97,74411774
Togo;TGO;11,36406994;12,08384991;12,57901955;;16,71690941;19,6559391;21,80233002;25,05533981;27,00419998;28,79247093;30,93420982;32,77579117;29,82471085;;;;;;;;;;51,50557455;;;;56,96212381;;59,0849653;
Thailand;THA;;;;;;;63,50183105;66,01326752;;70,3033371;74,28112793;74,49770355;79,25409698;78,49417114;80,07887268;81,64286804;89,53132629;87,92485046;86,97251892;125,8694534;120,8468933;121,3275833;86,07043225;87,31457365;85,58283422;86,50287879;88,41769003;94,9296738;96,63610357;94,06281444
Tajikistan;TJK;;;;;63,46989822;63,10599136;63,67784119;65,0725174;67,47647858;68,97348022;69,24186707;69,8144989;70,93099213;73,0743866;74,34367371;74,2631073;75,57829285;78,08641052;79,16571045;;;;;;;84,03538037;84,68634631;85,14382545;83,78746366;82,89361279
Turkmenistan;TKM;;;;;;;;;;;;;;;;;;;;;;;;;85,10721535;87,92864832;90,97389984;93,16471863;;94,73738034
Latin America & the Caribbean (IDA & IBRD countries);TLA;;;;;80,33495331;81,69364929;82,94219208;90,03016663;87,67826843;89,36084747;89,74803162;88,20211792;89,48799896;90,75662994;91,66889191;92,56958771;92,9363327;92,83963776;97,63076019;97,63520813;97,64192963;98,46243286;98,66927338;99,82463074;100,1094894;99,69351959;100,6928101;100,1310577;100,5394135;100,9646301
Timor-Leste;TLS;;;;;;;;;;57,4367485;59,59545135;;;57,0424881;66,62384796;68,62693729;71,43009919;71,62616339;69,90354098;72,1954898;75,73497097;80,47938249;84,76727942;87,24367365;89,677572;89,3942621;;;;
Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD);TMN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tonga;TON;;;;;;102,8080215;99,67048645;104,7515869;;;;99,00161743;86,35096741;107,2045288;119,4116821;110,5112762;106,4334564;97,78318024;98,42938995;102,6858646;108,7225661;;;;101,2909889;96,14003591;106,2962019;101,0767672;97,89524616;96,09053498
South Asia (IDA & IBRD);TSA;;;;;38,22576141;40,57292938;40,85647964;43,24420166;46,82580948;47,66841125;50,1592598;51,14347839;53,79804993;57,02172852;57,76752853;61,36909866;63,54100037;66,3012619;68,17743683;73,14994049;73,18287659;74,98558044;73,73278046;75,21862793;75,27871704;76,70288086;78,12476349;79,99957275;78,58531189;78,17342377
Sub-Saharan Africa (IDA & IBRD countries);TSS;21,15391922;21,43713951;21,65909958;22,15274048;22,41078949;22,67444992;23,75132942;24,28994942;25,38408089;26,67847061;27,61533928;28,47377968;29,09001923;31,16814041;32,99826813;34,93349075;36,12987137;37,72161102;40,25033951;39,33877182;39,97626114;39,76979065;40,37176895;40,85604858;41,83253098;42,75304031;43,46287155;43,77933121;44,21213913;44,48778152
Trinidad and Tobago;TTO;;;;;;;;;;87,34864807;;;;;;;;;;;;;;;;;;;95,18766785;
Tunisia;TUN;52,23738098;56,582901;58,60948181;;70,74588013;74,79232025;77,10839081;78,39304352;79,29428101;;87,71739197;90,07238007;;94,35900879;91,7849884;90,75521088;90,97499084;;;;;95,48771667;;;;;;;;
Turkiye;TUR;;;;;;63,19401169;72,38986969;76,39276123;78,0895462;77,74781036;78,02052307;81,78840637;84,3841095;84,42062378;77,32528687;81,30654907;84,8130188;83,54515076;101,5230713;105,4643402;106,7079697;108,0441818;110,9619293;111,4091263;110,2763367;111,5117111;113,1485214;114,4553986;;
Tuvalu;TUV;;;;67,14801025;;;79,13533783;;;;;;;;;;;;;86,53060913;96,63865662;85,5491333;;86,41220856;85,40706635;79,68992248;96,50238474;100;104,8739496;104,3993232
Tanzania;TZA;4,598100185;4,673039913;4,94119978;;;;;;;;;;;;;28,6016407;;;31,00778188;29,00629997;25,91060066;25,69343648;26,64235168;29,16020132;31,19720294;32,16527877;29,2047596;;;
Uganda;UGA;;;7,925429821;;;;;;;16,86865997;;;21,50024986;;;;;;;;;;;;;;;;;
Ukraine;UKR;;;;;;98,19322968;98,87037659;100,2367783;101,1206512;98,22373962;91,27301788;96,43710327;97,54934692;96,865242;96,33113861;96,94222868;94,71548605;98,4852773;98,0469615;97,36146088;89,886345;88,2942638;86,81218579;85,92798266;84,74688355;84,78701326;85,05080783;;;
Upper middle income;UMC;56,87908936;59,70304108;61,37561035;63,72481155;65,34017944;66,25971222;68,31336975;70,6292572;71,21076202;73,84020233;75,78108978;78,37967682;81,74211884;84,38500977;87,9890213;88,99388885;90,38561249;90,90128326;93,50337982;93,62008667;93,54453278;93,44940186;93,69019318;94,42311096;95,27265167;95,68531036;96,41129303;96,69625854;97,12814331;97,5216217
Uruguay;URY;;;;;;102,6275635;106,7132797;111,7685928;117,1094666;115,6837387;109,8077011;109,7698593;92,12584686;93,47099304;94,74260712;106,5622711;;;;;;;122,7873383;124,1534195;126,3436172;123,1529694;127,3904875;128,7429601;125,2410451;
United States;USA;;;;;;;;;;;95,9484787;;;;;;;;96,30905914;97,51304626;98,17357635;98,47470856;98,69555664;98,79605865;99,18945313;99,41429901;101,344368;98,65116119;;
Uzbekistan;UZB;;;;;;83,9072113;;;93,60336304;94,25971222;86,46460724;87,58988953;89,18881226;87,91451263;89,0407486;89,78887939;89,21285248;91,58900829;91,60046856;91,31877071;91,9389632;92,46815163;93,55917929;94,81412557;96,25990295;90,40781634;96,60674271;96,80542598;97,01916499;96,49391842
St. Vincent and the Grenadines;VCT;;;;;;91,96457672;;91,8197937;91,26390839;100,0186615;102,0797882;;113,0443115;117,71418;116,1125336;115,4793091;108,1053085;107,489357;110,0416565;113,5287476;116,0491028;;;;;;;;126,9883423;
Venezuela, RB;VEN;;;;;61,74328995;64,46382141;68,30149841;72,34931946;73,37375641;75,95028687;78,23947144;80,86753082;83,16487885;84,44239807;85,08165741;85,09545135;85,9672699;88,26074982;96,23436737;94,98358917;92,91532898;89,12158203;87,93447876;;;;;100,2495499;101,6927109;102,2485809
British Virgin Islands;VGB;;;;;93,27176666;98,71465302;98,89434814;92,84065247;98,53932953;98,6696167;112,3348007;114,1758194;113,26754;;106,1440735;106,1139908;97,95291709;97,41035857;98,6381323;99,0403071;99,14285714;98,32402235;91,53605016;67,07317073;71,20765832;71,64285714;71,98100407;70,31873322;67,63925729;73,77925873
Virgin Islands (U.S.);VIR;119,0249481;;118,2275238;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viet Nam;VNM;;;;53,81772995;;;;;;;;;;;;;;;;;83,83374929;86,30642772;87,63047734;88,64474611;89,70939944;89,45015546;90,30806385;90,54455723;;
Vanuatu;VUT;;;;;28,17379951;36,37953949;32,90314102;36,6023407;34,70204163;37,1137085;;;;;;54,84300375;;;;;56,53491974;;;;;62,05617905;64,25669098;82,80802372;134,9257903;
World;WLD;51,73561859;52,96384811;54,15988922;55,43112183;55,81816101;56,86027908;57,71469116;59,21282959;60,43019104;61,51237869;62,69393158;63,72444153;65,34355927;67,03292084;68,4285202;69,77011108;70,72476196;71,62496185;73,37404633;74,41490936;74,42542267;74,67101288;74,38002777;75,02900696;75,45529175;75,86650085;76,49729919;77,04811096;76,90818024;77,09224701
Samoa;WSM;80,43267059;77,88687897;82,56661987;82,91481018;82,53103638;81,92662811;82,35640717;81,64147186;85,81960297;86,1043396;85,86273193;86,55432892;85,61927032;;87,55381775;88,33277487;87,13875772;85,64771626;;91,63360072;91,21860095;91,15099442;;;;;;;;
Kosovo;XKX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yemen, Rep.;YEM;;;;;19,19234085;;23,05031013;;25,10741997;26,50260925;26,54096031;;;27,44096947;;29,92337036;31,53461075;32,40771866;34,82281113;;;36,82416916;;;;;;;;
South Africa;ZAF;;;;88,21898651;84,46929169;78,8097229;78,01454926;77,78716278;78,65940094;81,67664337;83,65891266;86,99861908;88,3999176;86,56977081;88,90158844;89,76397403;92,02610779;95,4333725;;106,2095795;104,5413974;109,6603012;110,6074905;105,5386779;107,5970723;108,468464;111,0945855;108,6839675;107,464974;
Zambia;ZMB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59,07077026
Zimbabwe;ZWE;33,31546021;34,48806;;;36,10720062;36,00741959;38,15077972;37,53942108;35,94031143;;;;;;;;;73,09866412;50,88562012;;;;;;;;;;;
